NCT#	phase	condition	sponsor	start_date	mesh_list	criterion	Ground_Truth
NCT03680976	Phase 2	Asthma	Sally E. Wenzel MD	10-Feb-15	Asthma	Women of childbearing potential who are unwilling to use an acceptable method of birth control	19
NCT01930461	Phase 2	Asthma;House Dust Mite Allergy	Stallergenes Greer	10-Feb-15	Asthma	Women with childbearing potential who are not using a medically accepted birth control method.	19
NCT04098718	Phase 2	Asthma;COPD	University of Oxford	10-Feb-15		A history of known immunodeficiency disorder (including HIV-1 or HIV-2).	20
NCT03010436	Phase 2	Asthma	National Jewish Health	10-Feb-15	Systemic Vasculitis	A history of known immunodeficiency disorder including a positive human immunodeficiency virus (HIV) test.	20
NCT03207243	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	A known immunodeficiency such as human immunodeficiency virus infection.	20
NCT03393806	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	A known immunodeficiency such as human immunodeficiency virus infection.	20
NCT02698501	Phase 2	Asthma	Celeste Porsbjerg	10-Feb-15	Asthma	A positive human immunodeficiency virus (HIV) test	20
NCT01238861	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	A positive human immunodeficiency virus (HIV) test or subject taking antiretroviral medications	20
NCT03989635	Phase 2	"Asthma;Asthma, Bronchial;Bronchial Asthma;Eosinophilia;Physiological Effects of Drugs"	Novartis Pharmaceuticals	10-Feb-15	Asthma;Eosinophilia	"A positive human immunodeficiency virus test or is taking anti-retroviral medications, as determined by medical history and/or subject's verbal report."	20
NCT00873860	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	"A positive human immunodeficiency virus test or is taking antiretroviral medications, as determined by medical history and/or subject's verbal report"	20
NCT00968669	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	"A positive human immunodeficiency virus test or is taking antiretroviral medications, as determined by medical history and/or subject's verbal report"	20
NCT02833974	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	A positive test for Human Immunodeficiency Virus (HIV) antibody	20
NCT01287065	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Respiratory Aspiration	A positive test for Human Immunodeficiency Virus (HIV) antibody.	20
NCT01808339	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	A positive test for human immunodeficiency virus (HIV) antibody. Other Criteria	20
NCT01501942	Phase 2	Asthma	AIM Therapeutics Inc.	10-Feb-15	Asthma	Autoimmune disease or immunodeficiency	20
NCT00318747	Phase 2	"Asthma;Allergy;Allergic Rhinitis;Rhinitis, Allergic, Seasonal"	National Institute of Allergy and Infectious Diseases (NIAID)	10-Feb-15	"Rhinitis;Asthma;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal"	Chronic immunodeficiency 	20
NCT00587288	Phase 2	Asthma	Ception Therapeutics	10-Feb-15	Asthma	"concurrent immunodeficiency (human immunodeficiency [HIV], or acquired immunodeficiency syndrome [AIDS] or congenital immunodeficiency)."	20
NCT01955512	Phase 2	Asthma	University of Southampton	10-Feb-15	Asthma	Diagnosis of immunodeficiency requiring treatment	20
NCT03292588	Phase 2	Asthma	National Institute of Allergy and Infectious Diseases (NIAID)	10-Feb-15	Asthma	Has a known immunodeficiency disease;	20
NCT01765192	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	"Has severe immunological diseases (eg, multiple sclerosis, systemic lupus erythematosus, progressive multifocal leukoencephalopathy) or known infection with human immunodeficiency virus (HIV)"	20
NCT01402986	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	"Hepatitis B, C or Human Immuno-deficiency Virus (HIV)"	20
NCT04643158	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma;Respiratory Aspiration	"History of, or known significant infection or positivity at screening, including hepatitis B or C, human immunodeficiency virus (HIV), tuberculosis."	20
NCT00873860	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of any known immunodeficiency disorder	20
NCT00968669	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of any known immunodeficiency disorder	20
NCT02635945	Phase 2	Asthma	Palobiofarma SL	10-Feb-15	Asthma	History of any known immunodeficiency disorder	20
NCT01939587	Phase 2	Asthma	Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau	10-Feb-15	Respiratory Hypersensitivity	History of any known immunodeficiency disorder.	20
NCT01238861	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of any known primary immunodeficiency disorder	20
NCT02698501	Phase 2	Asthma	Celeste Porsbjerg	10-Feb-15	Asthma	History of any known primary immunodeficiency disorder	20
NCT01624974	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	history of human immunodeficiency virus (HIV);	20
NCT02720081	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	History of human immunodeficiency virus (HIV)	20
NCT00605306	Phase 2	Asthma	Novartis	10-Feb-15	Asthma	"History of immunocompromise, including a positive human immunodeficiency virus (HIV)"	20
NCT00556673	Phase 2	Asthma	Novartis	10-Feb-15	Asthma	"History of immunodeficiency diseases, including a positive human immumodeficiency virus (HIV) test result."	20
NCT01097694	Phase 2	Asthma	Brigham and Women's Hospital	10-Feb-15	Asthma	"History of immunodeficiency diseases, including HIV"	20
NCT00512863	Phase 2	Asthma	Abbott	10-Feb-15	Asthma	"History of listeria, human immunodeficiency virus (HIV), chronic or active Hepatitis B, an immunodeficiency syndrome, central nervous system (CNS) demyelinating disease or active TB"	20
NCT00394654	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of primary immunodeficiency;	20
NCT00483041	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of primary immunodeficiency;	20
NCT00507130	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of primary immunodeficiency;	20
NCT00590720	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of primary immunodeficiency	20
NCT00768079	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	History of primary immunodeficiency	20
NCT00946569	Phase 2	Asthma	"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."	10-Feb-15	Asthma	Human Immunodeficiency Virus (HIV) or Hepatitis B or C positive 	20
NCT02794519	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Human Immunodeficiency Virus (HIV) positive or determined to be HIV positive at screening, testing to be conducted in accordance with local practice."	20
NCT00783289	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	"Infection with human immunodeficiency virus (HIV)-1, HIV-2, or hepatitis A, B, or C virus"	20
NCT01948401	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Known history of severe clinically significant immunodeficiency	20
NCT00995800	Phase 2	Asthma	Mundipharma Research Limited	10-Feb-15	Asthma;Inflammation	Known Human Immunodeficiency Virus (HIV)-positive status	20
NCT00930163	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	Known immunodeficiency	20
NCT00971035	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	Known immunodeficiency	20
NCT01000506	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Known immunodeficiency	20
NCT01545440	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	"Known immunodeficiency, including, but not limited to, HIV infection"	20
NCT01545453	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	"Known immunodeficiency, including, but not limited to, HIV infection"	20
NCT02099656	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma;Inflammation	"Known immunodeficiency, including, but not limited to, human immunodeficiency virus (HIV) infection"	20
NCT01582503	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	"Known immunodeficiency, including but not limited to HIV infection, regardless of treatment status"	20
NCT03707678	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Known positive for Human Immunodeficiency Virus (HIV) antibody.	20
NCT04129931	Phase 2	Asthma	"University of North Carolina, Chapel Hill"	10-Feb-15	Asthma	"Positive Human Immunodeficiency Virus, Types 1 & 2 (HIV 1&2) Ab/Ag immunoassay followed by a confirmatory positive test (Geenius™ HIV-1/HIV-2 antibody differentiation immunoassay)"	20
NCT01436890	Phase 2	Asthma	Glenmark Pharmaceuticals Ltd. India	10-Feb-15	Asthma	Positive serology for an infectious disease (including hepatitis B or C) at screening and known case of human immunodeficiency virus [HIV]	20
NCT01087710	Phase 2	Asthma	Abbott Nutrition	10-Feb-15	Asthma	Subject is known to be human immunodeficiency virus (HIV) positive.	20
NCT02054130	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	"Subject with human immunodeficiency virus (HIV) or subject taking antiretroviral medications, as determined by medical history and/or subject's verbal report. "	20
NCT01393340	Phase 2	Nasal Polyposis;Asthma	"University Hospital, Ghent"	10-Feb-15	Colorectal Neoplasms;Nasopharyngeal Neoplasms;Asthma;Nasal Polyps	Subjects must not have a medical history of Human Immunodeficiency Virus (HIV) or hepatitis B or C. Testing will not be done at screening.	20
NCT01366521	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Subjects with a known immunodeficiency (e.g. human immunodeficiency virus - HIV).	20
NCT04617171	Phase 2	Asthma Attack;Asthma	Singapore General Hospital	10-Feb-15	Asthma	Subjects with history of primary immunodeficiency	20
NCT01471665	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	The subject has tested positive for Human Immunodeficiency Virus ev1(HIV) antibodies.	20
NCT01304628	Phase 2	Asthma	Palatin Technologies	10-Feb-15	Asthma	"Administration of any investigational drug or implantation of investigational device, or participation in another trial, within 30 days of screening."	21
NCT01007721	Phase 2	"Rhinitis, Allergic, Seasonal;Asthma"	Boehringer Ingelheim	10-Feb-15	"Rhinitis;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal"	An investigational drug within 1 month or six half lives (whichever is greater)	21
NCT00818454	Phase 2	Asthma	Boehringer Ingelheim	10-Feb-15	Asthma	Any investigational drug taken within 30 days or six half-lives (whichever is greater) prior to Visit 2	21
NCT01000506	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Any investigational drug within 30 days or 5 terminal half-lives, whichever is longer"	21
NCT02491684	Phase 2	Asthma	AstraZeneca	10-Feb-15	Infections;Respiratory Tract Infections;Asthma	"Current participation in another clinical trial or participation in a clinical trial where the patient has received a dose of a test product (IMP) within 12 weeks prior to entry into the study for small molecules and within 12 months prior to entry into the study for biologicals, or 5 times the half-life (whichever is the longest) of the biologic or small molecule IMP"	21
NCT02570984	Phase 2	Asthma	Boston Children's Hospital	10-Feb-15	Asthma	Enrolled in any clinical medication trial within the past 30 days	21
NCT02833974	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Exposure to more than 4 investigational medicinal products within 12 months prior to the first dosing day 	21
NCT03707678	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Exposure to more than 4 investigational medicinal products within 12 months prior to the first dosing day.	21
NCT00549744	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Exposure to more than four new chemical entities within 12 months prior to the first dosing day	21
NCT01765192	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	"Has received any investigational compound within 30 days prior to the start of the clinical trial or has participated in the active treatment phase of another clinical trial where a persisting pharmacodynamic effect of the trial treatment of that clinical trial cannot be excluded (eg, participant is well into a treatment free follow-up phase)"	21
NCT00688467	Phase 2	Asthma	Merck Sharp & Dohme Corp.	10-Feb-15	Asthma	Has used any investigational drug within 30 days or 5 half-lives of Screening.	21
NCT00278083	Phase 2	Asthma	Imperial College London	10-Feb-15	Asthma	"Have been treated with any investigational drug within the previous 3 months or within 5 half-lives, whichever is greater"	21
NCT00679263	Phase 2	Asthma	MediciNova	10-Feb-15	Asthma	"Have used any prescription or over-the-counter medication, vitamin or herbal supplement (except as listed in Inclusion Criterion 7 and Exclusion Criterion 7-10) within 7 days of study entry, or the expected need to use any unapproved prescription or over-the-counter medication or supplement seven days prior to the first study visit until completion of the study;"	21
NCT02271334	Phase 2	Asthma	"Amphastar Pharmaceuticals, Inc."	10-Feb-15	Asthma	Having been on other clinical drug/device studies or donated blood in the last 30 days prior to Screening. 	21
NCT01255709	Phase 2	Asthma	"Amphastar Pharmaceuticals, Inc."	10-Feb-15	Asthma	"Having been on other investigational drug/device studies, or donated blood, in the last 30 days prior to Screening;"	21
NCT01349257	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15		Having received an investigational drug within 1 month before the screening visit	21
NCT01584492	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	Having received an investigational drug within 2 months before the current study.	21
NCT01689571	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	Having received an investigational medicinal drug within 30 days prior to study entry	21
NCT00603382	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Investigational Medications: A subject must not have participated in a study or used any investigational drug within 30 days prior to Visit	21
NCT01147744	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Investigational medications: Participation in a study or used investigational drug within 30 days	21
NCT03885245	Phase 2	Asthma;Obesity	"University of Colorado, Denver"	10-Feb-15	Asthma;Overweight	Participant in an interventional drug study or use of investigative drugs within the past 30 days or plans to enroll in such a trial during the study 	21
